identifier,version,Node ID,Revision ID,Revision Count,humanCodingScheme,P1 Notation,P2 Notation,P3 Notation,P4 Notation,P5 Notation,P6 Notation,P7 Notation,P8 Notation,P9 Notation,P1 Label,P2 Label,P3 Label,P4 Label,P5 Label,P6 Label,P7 Label,P8 Label,P9 Label,Statement Type,Education Level,Code,Label,fullstatement,concept keywords,Narrative,Notes,Statement Origin,ACT Original,Citations Text,Item Codes,Aligned CCSS/NGSS,Statement Tags,Order,Item Taxonomy Codes,Reporting Categories,Statement Subtype,Progression Group Number,Progression Group Label,Progression Group Level,Begin Grade,Errors and Misconceptions Text,Progression Citations,Errors Citations,Evidence Narrative,Passage/Stimulus Characteristics,Task Content Characteristics,Response and Interaction Characteristics,Key Non-targeted Constructs,Allowed Additional Skill Targets,Construct-Relevant Vocabulary,Vocabulary to Avoid,Task Narrative,Depth of Knowledge,Item Type,Available Tools,Specific Accessibility Concerns,Task Model Variables,Passage/Stimulus Specification,Common Errors and Misconceptions,Stem Requirements,Key and Distractor Requirements,Technology-Enhanced Interation Guidelines,Task Model Notes,Example items (codes or filenames),Example items (HTML),Rubric and Scoring Rules,Item Authoring Tips,Common Item Authoring Problems
78759af7-6657-4186-b547-124d9e92f0fc,2016-09-06 T12:54,75387,76560,1,H.A.MATH.GM.RT.SRT.L1,H,A,MATH,GM,RT,SRT,,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Right Triangles,Special Right Triangles,,,,LC,,L1,Level 1,Solve problems involving 30-60-90 triangles,,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580af376-d180-4959-9b56-88bcd8529daf,2016-09-06 T12:54,75388,76561,1,H.A.MATH.GM.RT.SRT.L2,H,A,MATH,GM,RT,SRT,,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Right Triangles,Special Right Triangles,,,,LC,,L2,Level 2,Solve problems involving 45-45-90 triangles,,,,,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0972f699-16f6-4a0e-867c-7f02507a840e,2016-09-06 T12:54,79309,80482,1,H.A.MATH.GM.RT.SRT.L1.1,H,A,MATH,GM,RT,SRT,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Right Triangles,Special Right Triangles,Level 1 - Solve problems involving 30-60-90 triangles,,,K,8;,,,Understand that a 30-60-90 triangle has sides in a specific ratio of lengths,,,,,0,,,8.G.7,,1,,,Achievement KSAO,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cde9de0c-2c88-4179-81bd-58857ff69d6f,2016-09-06 T12:54,79311,80484,1,H.A.MATH.GM.RT.SRT.L1.2,H,A,MATH,GM,RT,SRT,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Right Triangles,Special Right Triangles,Level 1 - Solve problems involving 30-60-90 triangles,,,P,8;,,,Calculate the length of a missing side of a 30-60-90 triangle using the relationship between its side lengths,,,,,0,,,8.G.7,,2,,,Achievement KSAO,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992d22e5-f795-46a7-baf3-f826b55e65cc,2016-09-06 T12:54,79313,80486,1,H.A.MATH.GM.RT.SRT.L1.3,H,A,MATH,GM,RT,SRT,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Right Triangles,Special Right Triangles,Level 1 - Solve problems involving 30-60-90 triangles,,,MP,8;,,,Solve problems involving 30-60-90 triangles using the relationship between its side lengths,,,,,0,,,F.TF.3,,3,,,Achievement KSAO,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ec2e419-ee74-41f8-8977-4cab9151bb7a,2016-09-06 T12:54,79315,80488,1,H.A.MATH.GM.RT.SRT.L2.1,H,A,MATH,GM,RT,SRT,L2,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Right Triangles,Special Right Triangles,Level 2 - Solve problems involving 45-45-90 triangles,,,K,8;,,,Understand that a 45-45-90 triangle has sides in a specific ratio of lengths,,,,,0,,,F.TF.3,,1,,,Achievement KSAO,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab66fdf3-538e-439d-8048-0075fe70ee4c,2016-09-06 T12:54,79317,80490,1,H.A.MATH.GM.RT.SRT.L2.2,H,A,MATH,GM,RT,SRT,L2,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Right Triangles,Special Right Triangles,Level 2 - Solve problems involving 45-45-90 triangles,,,P,8;,,,Calculate the length of a missing side of a 45-45-90 triangle using the relationship between its side lengths,,,,,0,,,F.TF.3,,2,,,Achievement KSAO,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17602ed0-214b-42d7-933c-9bb33ed58902,2016-09-06 T12:54,79319,80492,1,H.A.MATH.GM.RT.SRT.L2.3,H,A,MATH,GM,RT,SRT,L2,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Right Triangles,Special Right Triangles,Level 2 - Solve problems involving 45-45-90 triangles,,,MP,8;,,,Solve problems involving 45-45-90 triangles using the relationship between its side lengths,,,,,0,,,F.TF.3,,3,,,Achievement KSAO,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3620a83b-951f-4830-8190-2452ae4cb547,2016-09-06 T12:54,75390,76563,1,H.A.MATH.GM.T.TR,H,A,MATH,GM,T,,,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,,,,,MCB,,TR,Trigonometric Ratios,"understanding sine, cosine, and tangent as they apply both to right triangles and the unit circle",,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128ffd13-8dce-42eb-affe-670ed86b85b0,2016-09-06 T12:54,75391,76564,1,H.A.MATH.GM.T.TR.L1,H,A,MATH,GM,T,TR,,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,,,,LC,,L1,Level 1,"Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42c74f98-4ec4-46fa-b670-4688e0147e89,2016-09-06 T12:54,75392,76565,1,H.A.MATH.GM.T.TR.L2,H,A,MATH,GM,T,TR,,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,,,,LC,,L2,Level 2,"Find values for sine, cosine, and tangent and their inverses of points on the unit circle",,,,,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2dbb5863-9501-4f44-a967-799e2ef8aa6e,2016-09-06 T12:54,75393,76566,1,H.A.MATH.GM.T.TR.L3,H,A,MATH,GM,T,TR,,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,,,,LC,,L3,Level 3,Use and justify trigonometric relationships in general triangles,,,,,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9aeaae81-b20e-4f50-a739-e9051bdb210c,2016-09-06 T12:54,79321,80494,1,H.A.MATH.GM.T.TR.L1.1,H,A,MATH,GM,T,TR,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 1 - Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,K,10;,,,"Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles.",,,,,0,,,G.SRT.6,,1,,,Achievement KSAO,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b481ed7-3eed-47b8-b1ce-06a45511b1ff,2016-09-06 T12:54,79323,80496,1,H.A.MATH.GM.T.TR.L1.2,H,A,MATH,GM,T,TR,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 1 - Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,K,10;,,,Understand that similar triangles have the same angle measures and side ratios,,,,,0,,,G.SRT.6,,2,,,Achievement KSAO,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936b157a-c95a-4647-9285-9dce434e978c,2016-09-06 T12:54,79325,80498,1,H.A.MATH.GM.T.TR.L1.3,H,A,MATH,GM,T,TR,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 1 - Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,P,10;,,,Calculate the value of the sine of an angle using given side ratios,,,,,0,,,G.SRT.6,,3,,,Achievement KSAO,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5b0f94c-635f-4799-abf1-1854bfaa7561,2016-09-06 T12:54,79327,80500,1,H.A.MATH.GM.T.TR.L1.4,H,A,MATH,GM,T,TR,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 1 - Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,P,10;,,,Calculate the value of the cosine of an angle using given side ratios,,,,,0,,,G.SRT.6,,4,,,Achievement KSAO,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac0e2151-7c93-4613-9955-690612c89852,2016-09-06 T12:54,79329,80502,1,H.A.MATH.GM.T.TR.L1.5,H,A,MATH,GM,T,TR,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 1 - Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,P,10;,,,Calculate the value of the tangent of an angle using given side ratios,,,,,0,,,G.SRT.6,,5,,,Achievement KSAO,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986ce938-959d-4497-9f59-8fc9132b02d2,2016-09-06 T12:54,79331,80504,1,H.A.MATH.GM.T.TR.L1.6,H,A,MATH,GM,T,TR,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 1 - Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,P,10;,,,Solve real-world and mathematical problems using the relationship between the sine and cosine of complementary angles.,,,,,0,,,G.SRT.7,,6,,,Achievement KSAO,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427fe626-b5d6-47c6-8f04-d0ed08c0beab,2016-09-06 T12:54,79333,80506,1,H.A.MATH.GM.T.TR.L1.7,H,A,MATH,GM,T,TR,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 1 - Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,K,10;,,,Understand that acute angles of right triangles are complementary,,,,,0,,,G.SRT.7,,7,,,Achievement KSAO,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7e1cd47-73e8-4d71-b192-397ef32dbff2,2016-09-06 T12:54,79335,80508,1,H.A.MATH.GM.T.TR.L1.8,H,A,MATH,GM,T,TR,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 1 - Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,MP,10;,,,Solve problems involving right triangles using trigonometric ratios and the Pythagorean Theorem,,,,,0,,,G.SRT.8,,8,,,Achievement KSAO,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c99f7af1-172c-4146-87e6-d716c7f33e5a,2016-09-06 T12:54,79337,80510,1,H.A.MATH.GM.T.TR.L1.9,H,A,MATH,GM,T,TR,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 1 - Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,P,10;,,,Determine right triangle angle measures using inverse sines,,,,,0,,,G.SRT.8,,9,,,Achievement KSAO,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f473a746-7960-4b78-9529-7df0335db0a4,2016-09-06 T12:54,79339,80512,1,H.A.MATH.GM.T.TR.L1.10,H,A,MATH,GM,T,TR,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 1 - Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,P,10;,,,Determine right triangle angle measures using inverse cosines,,,,,0,,,G.SRT.8,,10,,,Achievement KSAO,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9a1222d-18a2-4a29-8060-bcad9f82d8e3,2016-09-06 T12:54,79341,80514,1,H.A.MATH.GM.T.TR.L1.11,H,A,MATH,GM,T,TR,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 1 - Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,P,10;,,,Determine right triangle angle measures using inverse tangents,,,,,0,,,G.SRT.8,,11,,,Achievement KSAO,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850cdb13-9c64-4b43-87d7-84ece8c79f5a,2016-09-06 T12:54,79343,80516,1,H.A.MATH.GM.T.TR.L1.12,H,A,MATH,GM,T,TR,L1,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 1 - Find values for sine, cosine, and tangent and their inverses of angles in right triangles",,,P,10;,,,Solve real-world problems using trigonometry and the Pythagorean Theorem,,,,,0,,,G.SRT.8,,12,,,Achievement KSAO,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f0e834f-2595-4e0f-97b3-0cdaaa0857e1,2016-09-06 T12:54,79345,80518,1,H.A.MATH.GM.T.TR.L2.1,H,A,MATH,GM,T,TR,L2,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 2 - Find values for sine, cosine, and tangent and their inverses of points on the unit circle",,,P,10;,,,Graph circles using the Pythagorean Theorem,,,,,0,,,G.SRT.7,,1,,,Achievement KSAO,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96e43f59-526f-4f3c-92f0-0bbe0154ee3c,2016-09-06 T12:54,79347,80520,1,H.A.MATH.GM.T.TR.L2.2,H,A,MATH,GM,T,TR,L2,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 2 - Find values for sine, cosine, and tangent and their inverses of points on the unit circle",,,P,10;,,,Determine coordinates for the 30? and 60? angles of the unit circle,,,,,0,,,G.SRT.7,,2,,,Achievement KSAO,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972cab9c-88b0-4917-afda-f3fab01d5a9a,2016-09-06 T12:54,79349,80522,1,H.A.MATH.GM.T.TR.L2.3,H,A,MATH,GM,T,TR,L2,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 2 - Find values for sine, cosine, and tangent and their inverses of points on the unit circle",,,P,10;,,,Determine coordinates for the 45? angle of the unit circle,,,,,0,,,G.SRT.7,,3,,,Achievement KSAO,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffd3443-b58e-407d-a4ed-254a78a5a7ff,2016-09-06 T12:54,79351,80524,1,H.A.MATH.GM.T.TR.L2.4,H,A,MATH,GM,T,TR,L2,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 2 - Find values for sine, cosine, and tangent and their inverses of points on the unit circle",,,MP,10;,,,Determine trigonometric ratios of all multiples of 30 and 45 the unit circle,,,,,0,,,G.SRT.7,,4,,,Achievement KSAO,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574a8ca-bc94-4b8b-8d45-6afbaefb6134,2016-09-06 T12:54,79353,80526,1,H.A.MATH.GM.T.TR.L2.5,H,A,MATH,GM,T,TR,L2,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,"Level 2 - Find values for sine, cosine, and tangent and their inverses of points on the unit circle",,,P,10;,,,Determine the relationship between sine and cosine values using the unit circle,,,,,0,,,G.SRT.7,,5,,,Achievement KSAO,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09d339f2-b55e-4e9a-966c-8ee228372326,2016-09-06 T12:54,79355,80528,1,H.A.MATH.GM.T.TR.L3.1,H,A,MATH,GM,T,TR,L3,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,Level 3 - Use and justify trigonometric relationships in general triangles,,,P,12;,,,Derive the formula A = 1/2 ab sin(C) for the area of a triangle,,,,,0,,,G.SRT.9,,1,,,Achievement KSAO,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9516afe-a92b-43ac-8951-4d011021c923,2016-09-06 T12:54,79357,80530,1,H.A.MATH.GM.T.TR.L3.2,H,A,MATH,GM,T,TR,L3,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,Level 3 - Use and justify trigonometric relationships in general triangles,,,P,12;,,,Explain the Laws of Sines and Cosines using known trigonometric rations and triangle properties,,,,,0,,,G.SRT.10,,2,,,Achievement KSAO,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cde3e688-23d7-476c-b771-8471919007d5,2016-09-06 T12:54,79359,80532,1,H.A.MATH.GM.T.TR.L3.3,H,A,MATH,GM,T,TR,L3,,,Holistic Framework,Core Academics,Math,Geometry and Measurement,Trigonometry,Trigonometric Ratios,Level 3 - Use and justify trigonometric relationships in general triangles,,,MP,12;,,,Calculate the measurement of the missing side of a triangle by applying the Law of Sines and the Law of Cosines,,,,,0,,,G.SRT.11,,3,,,Achievement KSAO,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a21d0ec-6987-4f49-b781-77ab6840c105,2016-09-06 T12:54,75395,76568,1,H.A.MATH.SP.DS,H,A,MATH,SP,,,,,,Holistic Framework,Core Academics,Math,Statistics and Probability,,,,,,MCB,,DS,Descriptive Statistics,,,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4616cbab-38af-4d33-993e-5051b22375de,2016-09-06 T12:54,75409,76582,1,H.A.MATH.SP.IS,H,A,MATH,SP,,,,,,Holistic Framework,Core Academics,Math,Statistics and Probability,,,,,,MCB,,IS,Inferential Statistics,"Population samples, techniques, and drawing conclusions about populations",,,,,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841c0b07-0ac0-43ec-928e-0d036e79ba80,2016-09-06 T12:54,75416,76589,1,H.A.MATH.SP.P,H,A,MATH,SP,,,,,,Holistic Framework,Core Academics,Math,Statistics and Probability,,,,,,MCB,,P,Probability,,,,,,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e05d8a99-834d-4093-88e8-9783ef7ae7d2,2016-09-06 T12:54,75426,76599,1,H.A.MATH.SP.STL,H,A,MATH,SP,,,,,,Holistic Framework,Core Academics,Math,Statistics and Probability,,,,,,MCB,,STL,Set Theory and Logic,,,,,,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4b74bb0-b64c-4240-bae7-d65bbf02a005,2016-09-06 T12:54,75396,76569,1,H.A.MATH.SP.DS.RUV,H,A,MATH,SP,DS,,,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,,,,,MCB,,RUV,Representations of Univariate Data,"Creating and interpreting tables, charts, and graphs",,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aee02e2f-63fd-4ea0-b3da-4747caac8219,2016-09-06 T12:54,75399,76572,1,H.A.MATH.SP.DS.DD,H,A,MATH,SP,DS,,,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,,,,,MCB,,DD,Data and Distributions,"calculating and differentiating among mean, median, and mode",,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9c738e1-b27e-43e4-81bf-a4f9df11f0c4,2016-09-06 T12:54,75404,76577,1,H.A.MATH.SP.DS.ABD,H,A,MATH,SP,DS,,,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,,,,,MCB,,ABD,Analyzing Bivariate Data,"representing and analyzing the relationship between two variables (e.g., height and weight)",,,,,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fa36614-e914-49da-95a9-86fb3673afbc,2016-09-06 T12:54,75397,76570,1,H.A.MATH.SP.DS.RUV.L1,H,A,MATH,SP,DS,RUV,,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,Representations of Univariate Data,,,,LC,,L1,Level 1,"Create and understand picture charts, line plots, tally charts, bar graphs, circle graphs, and data tables, and use them to solve problems and data tables",,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3d96e96-495e-41cc-bf23-14e8a988c47e,2016-09-06 T12:54,75398,76571,1,H.A.MATH.SP.DS.RUV.L2,H,A,MATH,SP,DS,RUV,,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,Representations of Univariate Data,,,,LC,,L2,Level 2,"Create and understand dot plots, histograms, box-and-whisker plots, and stem-and-leaf plots, and use them to solve problems and data tables",,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f1dc3d5-d944-4bfb-b067-909b407350c3,2016-09-06 T12:54,79361,80534,1,H.A.MATH.SP.DS.RUV.L1.1,H,A,MATH,SP,DS,RUV,L1,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,Representations of Univariate Data,"Level 1 - Create and understand picture charts, line plots, tally charts, bar graphs, circle graphs, and data tables, and use them to solve problems and data tables",,,P,1;,,,Create tally charts,,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,1.MD.4,,1,,,Achievement KSAO,1,intro to charts,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b8a1ddd-743e-444c-92d4-49addbcf3527,2016-09-06 T12:54,79363,80536,1,H.A.MATH.SP.DS.RUV.L1.2,H,A,MATH,SP,DS,RUV,L1,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,Representations of Univariate Data,"Level 1 - Create and understand picture charts, line plots, tally charts, bar graphs, circle graphs, and data tables, and use them to solve problems and data tables",,,P,1;,,,Interpret tally charts,,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,1.MD.4,,2,,,Achievement KSAO,1,intro to charts,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e4ee5dd-5268-4fdc-8241-65cbd0f5a9f5,2016-09-06 T12:54,79365,80538,1,H.A.MATH.SP.DS.RUV.L1.3,H,A,MATH,SP,DS,RUV,L1,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,Representations of Univariate Data,"Level 1 - Create and understand picture charts, line plots, tally charts, bar graphs, circle graphs, and data tables, and use them to solve problems and data tables",,,P,1;,,,Create picture graphs,,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,1.MD.4,,3,,,Achievement KSAO,1,intro to charts,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28056d77-1dcd-4aa0-a227-f561befbd85c,2016-09-06 T12:54,79367,80540,1,H.A.MATH.SP.DS.RUV.L1.4,H,A,MATH,SP,DS,RUV,L1,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,Representations of Univariate Data,"Level 1 - Create and understand picture charts, line plots, tally charts, bar graphs, circle graphs, and data tables, and use them to solve problems and data tables",,,P,1;,,,Interpret picture graphs,,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,1.MD.4,,4,,,Achievement KSAO,1,intro to charts,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d8506e8-f3f4-4df7-9ae0-55d5671dd11d,2016-09-06 T12:54,79369,80542,1,H.A.MATH.SP.DS.RUV.L1.5,H,A,MATH,SP,DS,RUV,L1,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,Representations of Univariate Data,"Level 1 - Create and understand picture charts, line plots, tally charts, bar graphs, circle graphs, and data tables, and use them to solve problems and data tables",,,P,1;,,,Create data tables,,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,1.MD.4,,5,,,Achievement KSAO,1,intro to charts,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086c415a-a19e-48f2-8e50-3cbb13269b3f,2016-09-06 T12:54,79371,80544,1,H.A.MATH.SP.DS.RUV.L1.6,H,A,MATH,SP,DS,RUV,L1,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,Representations of Univariate Data,"Level 1 - Create and understand picture charts, line plots, tally charts, bar graphs, circle graphs, and data tables, and use them to solve problems and data tables",,,P,1;,,,Interpret data tables,,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,1.MD.4,,6,,,Achievement KSAO,1,intro to charts,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae1fbd4d-4ea5-42ab-b1ca-b77b23f7d7bc,2016-09-06 T12:54,79373,80546,1,H.A.MATH.SP.DS.RUV.L1.7,H,A,MATH,SP,DS,RUV,L1,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,Representations of Univariate Data,"Level 1 - Create and understand picture charts, line plots, tally charts, bar graphs, circle graphs, and data tables, and use them to solve problems and data tables",,,K,1;,,,"Compare counts of categories of tally charts, picture graphs, and data tables and determine greater or less than",,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,1.MD.4,,7,,,Achievement KSAO,1,intro to charts,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83f957ef-bd1c-4c23-b528-05e24e71a17e,2016-09-06 T12:54,79375,80548,1,H.A.MATH.SP.DS.RUV.L1.8,H,A,MATH,SP,DS,RUV,L1,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,Representations of Univariate Data,"Level 1 - Create and understand picture charts, line plots, tally charts, bar graphs, circle graphs, and data tables, and use them to solve problems and data tables",,,P,2;,,,Create line plots,,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,2.MD.9,,8,,,Achievement KSAO,2,line plots,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21bc2e6f-1e4b-4b6d-b49c-9b21ceb30c94,2016-09-06 T12:54,79377,80550,1,H.A.MATH.SP.DS.RUV.L1.9,H,A,MATH,SP,DS,RUV,L1,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,Representations of Univariate Data,"Level 1 - Create and understand picture charts, line plots, tally charts, bar graphs, circle graphs, and data tables, and use them to solve problems and data tables",,,P,2;,,,Create line plots of measurement data in whole number units,,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,2.MD.9,,9,,,Achievement KSAO,2,line plots,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99bce0f2-070c-4a84-8421-b931371ef5da,2016-09-06 T12:54,79379,80552,1,H.A.MATH.SP.DS.RUV.L1.10,H,A,MATH,SP,DS,RUV,L1,,,Holistic Framework,Core Academics,Math,Statistics and Probability,Descriptive Statistics,Representations of Univariate Data,"Level 1 - Create and understand picture charts, line plots, tally charts, bar graphs, circle graphs, and data tables, and use them to solve problems and data tables",,,P,2;,,,Interpret line plots,,,,,0,"Lehrer, Kim, Ayers, & Wilson, in press",,2.MD.9,,10,,,Achievement KSAO,2,line plots,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
