"Identifier","fullStatement","humanCodingScheme","IsRelatedTo","","","","","","","","","","","",""
"0eaafdca-c6ad-4dda-bad9-becbb5b65b7e","Strengthen writing with editing and revision. ","OLO.5-6.WP","CCSS.ELA-Literacy.W.5.4","","","","","","","","","","","",""
"4ee5ca6f-9ff3-4f41-95d5-34095650eab6","Determine the writing task.","OLO.5-6.WP.1","CCSS.ELA-Literacy.W.5.4,CCSS.ELA-Literacy.W.6.4","","","","","","","","","","","",""
"ec1d7710-54bd-43ac-baa4-0a1a05b5d0f5","With some guidance and support from peers and adults, develop and strengthen writing as needed by revising and editing to correct errors in style.","OLO.5-6.WP.10","CCSS.ELA-Literacy.W.5.5,CCSS.ELA-Literacy.W.6.5","","","","","","","","","","","",""
"95eed5b2-f9f1-4d36-980b-c95862042177","With some guidance and support from peers and adults, develop and strengthen writing as needed by rewriting or trying a new approach.","OLO.5-6.WP.11","CCSS.ELA-Literacy.W.5.5,CCSS.ELA-Literacy.W.6.5","","","","","","","","","","","",""
"7316c4d2-5943-4232-8b6d-c0bc1336bdc4","Write routinely over extended time frames long enough for research, reflection, and revision for a range of discipline-specific tasks, purposes, and audiences.","OLO.5-6.WP.12","CCSS.ELA-Literacy.W.5.10,CCSS.ELA-Literacy.W.6.10","","","","","","","","","","","",""
"84401c03-ced1-423f-8144-3ca28605d7aa","Write routinely over time frames as short as a single setting or a day for a range of discipline-specific tasks, purposes, and audiences.","OLO.5-6.WP.13","CCSS.ELA-Literacy.W.5.10,CCSS.ELA-Literacy.W.6.10","","","","","","","","","","","",""
"97c6db96-0ee8-42d0-b58e-cf6793b52995","Produce clear and coherent writing in which the development, organization, and style are appropriate to the task.","OLO.5-6.WP.2","CCSS.ELA-Literacy.W.5.4,CCSS.ELA-Literacy.W.6.4","","","","","","","","","","","",""
"10aeb801-f916-4b2e-9fe9-7b9a71adff38","Recognize the purpose for writing.","OLO.5-6.WP.3","CCSS.ELA-Literacy.W.5.4,CCSS.ELA-Literacy.W.6.4","","","","","","","","","","","",""
"8982c10e-0f5a-489b-90bf-d2340e2c74ac","Produce clear and coherent writing in which the development, organization, and style are appropriate to the purpose.","OLO.5-6.WP.4","CCSS.ELA-Literacy.W.5.4,CCSS.ELA-Literacy.W.6.4","","","","","","","","","","","",""
"06cfe22d-ae01-4a3c-9b81-58f413af1817","Identify the audience for the writing.","OLO.5-6.WP.5","CCSS.ELA-Literacy.W.5.4,CCSS.ELA-Literacy.W.6.4","","","","","","","","","","","",""
"b2110556-7ba2-46a7-8785-919b5a0d7d64","Produce clear and coherent writing in which the development, organization, and style are appropriate to the audience.","OLO.5-6.WP.6","CCSS.ELA-Literacy.W.5.4,CCSS.ELA-Literacy.W.6.4","","","","","","","","","","","",""
"e30af0f4-4fe6-4722-a459-cafa974678b1","With some guidance and support from peers and adults, plan writing by brainstorming and outlining ideas.","OLO.5-6.WP.7","CCSS.ELA-Literacy.W.5.5","","","","","","","","","","","",""
"db80603a-cb9d-4d02-bca4-4d1780f844a4","With some guidance and support from peers and adults, develop and strengthen writing as needed by planning.","OLO.5-6.WP.8","CCSS.ELA-Literacy.W.5.5,CCSS.ELA-Literacy.W.6.5","","","","","","","","","","","",""
"c1a49ebc-0b0a-4b3e-89ae-5ebaac189245","With some guidance and support from peers and adults, develop and strengthen writing as needed by revising and editing to correct errors in conventions, usage, and style.","OLO.5-6.WP.9","CCSS.ELA-Literacy.W.5.5,CCSS.ELA-Literacy.W.6.5","","","","","","","","","","","",""
"9c709a1f-f0a3-4ef2-9486-81af947287f2","Produce clear and coherent writing.","OLO.7-8.WP","CCSS.ELA-Literacy.W.7.4","","","","","","","","","","","",""
"dc1dd6ca-0f21-45e1-8ab7-1dcc831ef47f","Produce clear and coherent writing in which the development, organization, and style are appropriate to the task.","OLO.7-8.WP.1","CCSS.ELA-Literacy.W.7.4,CCSS.ELA-Literacy.W.8.4","","","","","","","","","","","",""
"5f9fa3a9-6f67-4743-85fe-5502278c506a","Write routinely over time frames as short as a single setting or a day.","OLO.7-8.WP.10","CCSS.ELA-Literacy.W.7.10,CCSS.ELA-Literacy.W.8.10","","","","","","","","","","","",""
"a73b37e5-eeec-4d5e-833b-dd55fa61cf11","Write routinely for a range of discipline-specific tasks, purposes, and audiences.","OLO.7-8.WP.11","CCSS.ELA-Literacy.W.7.10,CCSS.ELA-Literacy.W.8.10","","","","","","","","","","","",""
"f445b992-2d8e-4307-b080-edc36021e5c6","Produce clear and coherent writing in which the development, organization, and style are appropriate to the purpose.","OLO.7-8.WP.2","CCSS.ELA-Literacy.W.7.4,CCSS.ELA-Literacy.W.8.4","","","","","","","","","","","",""
"0167073b-1a91-4b32-b5e2-5296a22fe7c0","Produce clear and coherent writing in which the development, organization, and style are appropriate to the audience.","OLO.7-8.WP.3","CCSS.ELA-Literacy.W.7.4,CCSS.ELA-Literacy.W.8.4","","","","","","","","","","","",""
"cf7dc1f3-acd1-4faf-acae-ecd58b8aa11d","With some guidance and support from peers and adults, organize ideas and information prior to writing.","OLO.7-8.WP.4","CCSS.ELA-Literacy.W.7.5,CCSS.ELA-Literacy.W.8.5","","","","","","","","","","","",""
"b33cd4a3-c336-4f5e-948f-a2c6137923f4","With some guidance and support from peers and adults, revise writing to improve logical structure and overall organization.","OLO.7-8.WP.5","CCSS.ELA-Literacy.W.7.5,CCSS.ELA-Literacy.W.8.5","","","","","","","","","","","",""
"281c7210-e678-455c-b319-902698d4ed59","With some guidance and support from peers and adults, edit writing to correct errors in conventions, usage, and style.","OLO.7-8.WP.6","CCSS.ELA-Literacy.W.7.5,CCSS.ELA-Literacy.W.8.5","","","","","","","","","","","",""
"926b11cf-0eaf-4f30-88dc-d347769c800f","With some guidance and support from peers and adults, revise writng by trying a new approach to the task.","OLO.7-8.WP.7","CCSS.ELA-Literacy.W.7.5,CCSS.ELA-Literacy.W.8.5","","","","","","","","","","","",""
"90600ef3-45e2-4457-a970-427cfa826cab","Evaluate writing to determine how well purpose and audience have been addressed.","OLO.7-8.WP.8","CCSS.ELA-Literacy.W.7.5,CCSS.ELA-Literacy.W.8.5","","","","","","","","","","","",""
"917bdd2b-3e85-4b69-9218-35692255a39b","Write routinely over extended time frames long enough for research, reflection, and revision.","OLO.7-8.WP.9","CCSS.ELA-Literacy.W.8.10,CCSS.ELA-Literacy.W.7.10","","","","","","","","","","","",""
"1e97c17c-7440-4f39-9483-b6f47daacf5e","Strengthen and produce writing.","OLO.9-10.WP","CCSS.ELA-Literacy.W.9-10.4","","","","","","","","","","","",""
"5c34beec-df0c-4c7e-b8f1-ffb939b88844","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.","OLO.9-10.WP.1","CCSS.ELA-Literacy.W.9-10.4","","","","","","","","","","","",""
"d917004f-3961-41f5-abca-9889e2e93ff1","Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach.","OLO.9-10.WP.2","CCSS.ELA-Literacy.W.9-10.5","","","","","","","","","","","",""
"856c5afd-b076-4d21-86dd-b23d6d12763a","Focus on and address what is most significant for a specific purpose and audience.","OLO.9-10.WP.3","CCSS.ELA-Literacy.W.9-10.5","","","","","","","","","","","",""
"097c5197-4378-4627-8ba1-d2af37f3bfc8","Write routinely over time frames long enough for research, reflection, and revision to address a range of tasks, purposes, and audiences.","OLO.9-10.WP.4","CCSS.ELA-Literacy.W.9-10.10","","","","","","","","","","","",""
"d5aaabb3-519c-4554-96ce-3d68a4d5433b","Write routinely over time frames as short as a single setting or a day to address a range of tasks, purposes, and audiences.","OLO.9-10.WP.5","CCSS.ELA-Literacy.W.9-10.10","","","","","","","","","","","",""
"5e9e3cd8-fcc4-4a5f-b96c-5e18f8291afa","Write and edit work to conform to a given style manual (e.g. MLA Handbook, Chicago Manual of Style).","OLO.9-10.WP.6","CCSS.ELA-Literacy.L.9-10.3a","","","","","","","","","","","",""
"deb050c0-a5ca-4d5c-b4ff-f36be3315157","Write with guidance and support from adults.","OLO.K.WP","CCSS.ELA-Literacy.W.K.5","","","","","","","","","","","",""
"3e1cfce6-799f-43e4-a361-3caf79ce472b","Choose a topic to write about.","OLO.K.WP.1","CCSS.ELA-Literacy.W.K.5","","","","","","","","","","","",""
"1ad84f86-81c4-417b-b8f2-767b01100fb8","Respond to questions and suggestions from peers to strengthen writing with guidance and support from adults.","OLO.K.WP.2","CCSS.ELA-Literacy.W.K.5","","","","","","","","","","","",""
"46adec7f-5ec8-4417-89eb-cf72c7dfdf95","Add details as needed to strengthen writing with guidance and support from adults.","OLO.K.WP.3","CCSS.ELA-Literacy.W.K.5","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
